264,82270,27365250,2457434
264,34230,13141200,2457434
264,41590,1644000,2457434
264,1360,3729000,2457435
264,82270,28729500,2457435
264,34230,13560600,2457435
264,41590,1734000,2457435
264,1360,3657500,2457436
264,82270,27525750,2457436
264,34230,13141200,2457436
264,41590,1608000,2457436
3273,4060,1080000,2457433
3273,82270,16550000,2457433
3273,83550,340200,2457433
3273,4060,1100000,2457434
3273,82270,17050000,2457434
3273,83550,345600,2457434
3273,4060,1135000,2457435
3273,82270,17900000,2457435
3273,83550,352200,2457435
3273,4060,1155000,2457436
3273,82270,17150000,2457436
3273,83550,359400,2457436
4998,177350,5825280,2457433
4998,177350,5825280,2457434
4998,177350,5930240,2457435
4998,177350,5779360,2457436
701,3280,47775,2457433
701,117930,27150,2457433
701,3280,48475,2457434
701,117930,28400,2457434
701,3280,49875,2457435
701,117930,28750,2457435
701,3280,48825,2457436
701,117930,28300,2457436
5090,3530,5139750,2457433
5090,42660,2299000,2457433
5090,115610,1186000,2457433
5090,14570,2465000,2457433
5090,32190,1612000,2457433
5090,19490,103700,2457433
5090,28050,3074000,2457433
5090,225650,1575000,2457433
5090,3530,5379000,2457434
5090,42660,2381500,2457434
5090,115610,1224000,2457434
5090,14570,2550000,2457434
5090,32190,1735500,2457434
5090,19490,102510,2457434
5090,28050,3204500,2457434
5090,225650,1585000,2457434
5090,3530,5478000,2457435
5090,42660,2499750,2457435
5090,115610,1284000,2457435
5090,14570,2600000,2457435
5090,32190,1748500,2457435
5090,19490,107950,2457435
5090,28050,3219000,2457435
5090,225650,1610000,2457435
5090,3530,5412000,2457436
5090,42660,2403500,2457436
5090,115610,1274000,2457436
5090,14570,2525000,2457436
5090,32190,1677000,2457436
5090,19490,105910,2457436
5090,28050,3175500,2457436
5090,225650,1555000,2457436
3698,60250,7889000,2457433
3698,47050,2896000,2457433
3698,22100,8905715,2457433
3698,5360,4312000,2457433
3698,36420,6949080,2457433
3698,1360,1926000,2457433
3698,102280,3140000,2457433
3698,11170,27438000,2457433
3698,49480,4687500,2457433
3698,6910,6330000,2457433
3698,9830,14657500,2457433
3698,67290,5166000,2457433
3698,60250,8119000,2457434
3698,47050,2976000,2457434
3698,22100,9135945,2457434
3698,5360,4405500,2457434
3698,36420,7291360,2457434
3698,1360,1990200,2457434
3698,102280,3260000,2457434
3698,11170,27591000,2457434
3698,49480,4837500,2457434
3698,6910,6742500,2457434
3698,9830,15372500,2457434
3698,67290,5516000,2457434
3698,60250,8418000,2457435
3698,47050,3160000,2457435
3698,22100,9271990,2457435
3698,5360,4455000,2457435
3698,36420,7491340,2457435
3698,1360,2176380,2457435
3698,102280,3910000,2457435
3698,11170,29121000,2457435
3698,49480,5037500,2457435
3698,6910,6795000,2457435
3698,9830,15576750,2457435
3698,67290,5607000,2457435
3698,60250,8349000,2457436
3698,47050,3128000,2457436
3698,5360,4565000,2457436
3698,22100,9292920,2457436
3698,102280,3690000,2457436
3698,49480,4975000,2457436
3698,9830,11205000,2457436
3698,36420,7743910,2457436
3698,71200,4230000,2457436
3698,1360,2134650,2457436
3698,11170,28917000,2457436
3698,6910,6592500,2457436
3698,67290,5362000,2457436
4824,660,246150,2457433
4824,5380,548000,2457433
4824,1340,12950,2457433
4824,5390,173280,2457433
4824,660,249300,2457434
4824,5380,558000,2457434
4824,1340,12810,2457434
4824,5390,180120,2457434
4824,660,260100,2457435
4824,5380,564000,2457435
4824,1340,13055,2457435
4824,5390,186960,2457435
4824,660,270450,2457436
4824,5380,588000,2457436
4824,1340,12950,2457436
4824,5390,185440,2457436
3997,12280,2622870,2457433
3997,35460,6388480,2457433
3997,219130,328020,2457434
3997,100220,0,2457434
3997,12280,2836620,2457434
3997,151910,0,2457434
3997,35460,7137000,2457434
3997,219130,8780,2457435
3997,12280,2891910,2457435
3997,140520,539200,2457435
3997,25320,43200,2457435
3997,35460,7028100,2457435
3997,219130,8680,2457436
3997,12280,2883120,2457436
3997,140520,581360,2457436
3997,25320,1680,2457436
3997,35460,7158250,2457436
3085,40,56355,2457433
3085,27740,53751,2457433
3085,130580,135450,2457433
3085,12280,306530,2457433
3085,3560,249570,2457433
3085,89590,31250,2457433
3085,40,58395,2457434
3085,27740,55689,2457434
3085,130580,139800,2457434
3085,12280,328860,2457434
3085,3560,255210,2457434
3085,89590,31900,2457434
3085,40,59415,2457435
3085,27740,57000,2457435
3085,130580,146100,2457435
3085,12280,333935,2457435
3085,3560,267900,2457435
3085,89590,32600,2457435
3085,40,57885,2457436
3085,27740,57000,2457436
3085,130580,141900,2457436
3085,12280,332920,2457436
3085,3560,270015,2457436
3085,89590,33500,2457436
4087,84990,7350000,2457433
4087,84990,7655000,2457434
4087,84990,7705000,2457435
4087,84990,7175000,2457436
354,3160,1961850,2457433
354,33170,1726200,2457433
354,3160,2048850,2457434
354,33170,1795500,2457434
354,3160,2122800,2457435
354,33340,0,2457435
354,7980,0,2457435
354,33170,1827000,2457435
354,64520,0,2457436
354,86390,0,2457436
354,4710,0,2457436
354,3160,2114100,2457436
354,13810,0,2457436
354,33180,0,2457436
354,36710,0,2457436
354,33170,1839600,2457436
354,54210,1074450,2457436
354,64520,0,2457436
354,36710,0,2457436
4534,3060,8440000,2457433
4534,11000,2570000,2457433
4534,128940,37860000,2457433
4534,8930,79800000,2457433
4534,185750,12050000,2457433
4534,130680,3400000,2457433
4534,3060,8560000,2457434
4534,11000,2680000,2457434
4534,128940,38100000,2457434
4534,8930,81900000,2457434
4534,185750,12300000,2457434
4534,130680,3485000,2457434
4534,3060,8950000,2457435
4534,11000,3080000,2457435
4534,128940,38220000,2457435
4534,8930,83700000,2457435
4534,185750,12950000,2457435
4534,130680,3580000,2457435
4534,3060,18080000,2457436
4534,11000,7650000,2457436
4534,128940,36420000,2457436
4534,8930,78900000,2457436
4534,185750,12100000,2457436
4534,130680,3420000,2457436
3081,26890,3860960,2457433
3081,26890,3945920,2457434
3081,26890,3993120,2457435
3081,26890,3931760,2457436
1142,38340,3862500,2457433
1142,49630,2761845,2457433
1142,36810,6276870,2457433
1142,99220,1708655,2457433
1142,83660,2722380,2457433
1142,38340,4068750,2457434
1142,49630,2816535,2457434
1142,36810,6268140,2457434
1142,99220,1784315,2457434
1142,83660,2783070,2457434
1142,38340,4200000,2457435
1142,49630,2962375,2457435
1142,36810,6268140,2457435
1142,99220,1815840,2457435
1142,83660,2861100,2457435
1142,38340,4387500,2457436
1142,49630,3007950,2457436
1142,36810,6320520,2457436
1142,99220,1752790,2457436
1142,83660,2861100,2457436
4395,82740,1285000,2457433
4395,1810,1021500,2457433
4395,8250,2985000,2457433
4395,1500,1788000,2457433
4395,28670,2574000,2457433
4395,16360,3450000,2457433
4395,9200,1320000,2457433
4395,5490,10650000,2457433
4395,54540,8976000,2457433
4395,25820,810000,2457433
4395,1200,4940000,2457433
4395,85620,8883000,2457433
4395,93190,5440000,2457433
4395,42670,1915000,2457433
4395,5390,2508000,2457433
4395,82740,1375000,2457434
4395,1810,1044000,2457434
4395,8250,3060000,2457434
4395,1500,1840000,2457434
4395,28670,2673000,2457434
4395,16360,3625000,2457434
4395,9200,1357500,2457434
4395,5490,11310000,2457434
4395,54540,9152000,2457434
4395,25820,842400,2457434
4395,1200,5200000,2457434
4395,85620,8904000,2457434
4395,93190,5600000,2457434
4395,42670,1987500,2457434
4395,5390,2607000,2457434
4395,82740,1377500,2457435
4395,1810,1095000,2457435
4395,8250,3090000,2457435
4395,1500,1868000,2457435
4395,28670,2700000,2457435
4395,16360,3690000,2457435
4395,9200,1382500,2457435
4395,5490,7700000,2457435
4395,54540,9296000,2457435
4395,25820,846000,2457435
4395,1200,5260000,2457435
4395,85620,8956500,2457435
4395,93190,5620000,2457435
4395,42670,2067500,2457435
4395,5390,2706000,2457435
4395,82740,1390000,2457436
4395,1810,1101000,2457436
4395,8250,4020000,2457436
4395,1500,1846000,2457436
4395,28670,2677500,2457436
4395,16360,3695000,2457436
4395,9200,1390000,2457436
4395,5490,7660000,2457436
4395,54540,9440000,2457436
4395,25820,846000,2457436
4395,1200,5160000,2457436
4395,85620,8914500,2457436
4395,93190,5720000,2457436
4395,42670,2052500,2457436
4395,5390,2684000,2457436
3277,2025,41877000,2457433
3277,2025,41966100,2457434
3277,2025,42768000,2457435
3277,2025,43498000,2457436
5672,54220,43237290,2457434
5672,54220,0,2457435
5672,53610,36141040,2457435
5672,53610,36376640,2457436
5672,65950,4400000,2457436
4276,79160,535000,2457433
4276,900140,133800,2457433
4276,54180,20220,2457433
4276,5930,4520000,2457433
4276,206640,723750,2457433
4276,14100,742100,2457433
4276,86790,1191900,2457433
4276,214370,530500,2457433
4276,41460,457000,2457433
4276,8600,20150,2457433
4276,79160,552500,2457434
4276,900140,134700,2457434
4276,54180,21000,2457434
4276,5930,4616000,2457434
4276,206640,717500,2457434
4276,14100,791300,2457434
4276,86790,1258600,2457434
4276,214370,520000,2457434
4276,41460,0,2457434
4276,8600,20150,2457434
4276,79160,560000,2457435
4276,900140,138000,2457435
4276,54180,21000,2457435
4276,5930,4672000,2457435
4276,78340,0,2457435
4276,206640,800000,2457435
4276,14100,797450,2457435
4276,86790,1267300,2457435
4276,214370,537500,2457435
4276,8600,21200,2457435
4276,79160,532500,2457436
4276,900140,141000,2457436
4276,54180,21840,2457436
4276,5930,4740000,2457436
4276,206640,763750,2457436
4276,14100,836400,2457436
4276,86790,1310800,2457436
4276,214370,498500,2457436
4276,8600,20550,2457436
4898,96530,32100000,2457433
4898,80000,29600000,2457433
4898,96530,31650000,2457434
4898,80000,30440000,2457434
4898,96530,32450000,2457435
4898,80000,30800000,2457435
4898,96530,30500000,2457436
4898,80000,30200000,2457436
4292,36420,6342345,2457433
4292,99190,6675000,2457433
4292,141000,10030200,2457433
4292,39570,7447000,2457433
4292,36420,3906740,2457434
4292,99190,6666100,2457434
4292,141000,8499500,2457434
4292,39570,7579000,2457434
4292,36420,3949390,2457435
4292,99190,0,2457435
4292,141000,5557500,2457435
4292,39570,7480000,2457435
4292,89470,1822000,2457436
4292,36420,4869745,2457436
4292,141000,1296750,2457436
4292,39570,8134000,2457436
5324,68270,988000,2457436
280,33250,1746160,2457433
280,104120,2389010,2457433
280,222040,62100,2457433
280,80530,1867060,2457433
280,56000,1494450,2457433
280,53950,1942200,2457433
280,51360,506340,2457433
280,33600,768460,2457433
280,225650,4095000,2457433
280,87220,2114840,2457433
280,33250,1779050,2457434
280,104120,2404990,2457434
280,222040,55600,2457434
280,80530,1942525,2457434
280,208710,496800,2457434
280,56000,1650375,2457434
280,53950,1983800,2457434
280,51360,0,2457434
280,33600,746005,2457434
280,225650,4121000,2457434
280,87220,2140320,2457434
280,33250,1710500,2457435
280,104120,2456925,2457435
280,221610,411000,2457435
280,225650,4186000,2457435
280,87220,2140320,2457435
280,14200,0,2457435
280,222040,64000,2457435
280,80530,2065505,2457435
280,208710,0,2457435
280,53950,2038400,2457435
280,56000,1709100,2457435
280,33600,753490,2457435
280,53030,212850,2457435
280,33250,1710500,2457436
280,104120,2440945,2457436
280,222040,61000,2457436
280,80530,1911780,2457436
280,221610,420000,2457436
280,56000,1688850,2457436
280,53950,1989000,2457436
280,33600,746005,2457436
280,225650,4043000,2457436
280,53030,207350,2457436
280,87220,2102100,2457436
2635,13120,333840,2457433
2635,22100,940355,2457433
2635,25620,34540,2457433
2635,36540,269100,2457433
2635,23430,72846,2457433
2635,43100,242925,2457433
2635,19550,164169,2457433
2635,96040,912,2457433
2635,1510,129600,2457433
2635,80220,134640,2457433
2635,205500,129720,2457433
2635,13120,333060,2457434
2635,22100,964665,2457434
2635,25620,37015,2457434
2635,36540,277380,2457434
2635,23430,76680,2457434
2635,43100,250100,2457434
2635,19550,168831,2457434
2635,96040,912,2457434
2635,1510,135675,2457434
2635,80220,137020,2457434
2635,205500,131100,2457434
2635,13120,326820,2457435
2635,22100,979030,2457435
2635,25620,41910,2457435
2635,36540,288420,2457435
2635,23430,78384,2457435
2635,43100,254200,2457435
2635,19550,183816,2457435
2635,96040,912,2457435
2635,1510,137025,2457435
2635,80220,137360,2457435
2635,205500,129375,2457435
2635,13120,329940,2457436
2635,22100,981240,2457436
2635,25620,42350,2457436
2635,36540,289110,2457436
2635,23430,76467,2457436
2635,43100,248050,2457436
2635,19550,180486,2457436
2635,96040,912,2457436
2635,1510,135000,2457436
2635,80220,136340,2457436
2635,205500,138000,2457436
5148,65270,2617920,2457433
5148,123260,1920000,2457433
5148,65270,2666400,2457434
5148,123260,1987200,2457434
5148,65270,2811840,2457435
5148,123260,2112000,2457435
5148,65270,2848200,2457436
5148,123260,2086400,2457436
867,64260,157740,2457433
867,130960,925200,2457433
867,32640,312460,2457433
867,64260,163680,2457434
867,130960,914400,2457434
867,32640,317220,2457434
867,64260,167200,2457435
867,130960,925200,2457435
867,32640,318580,2457435
867,64260,166760,2457436
867,130960,866400,2457436
867,32640,327760,2457436
5528,65270,72600,2457434
5528,205500,19000,2457434
5528,214420,57100,2457434
5528,65270,76560,2457435
5528,205500,0,2457435
5528,214420,57200,2457435
5528,65270,77550,2457436
5528,214420,56300,2457436
466,101160,30400000,2457433
466,38110,35700000,2457433
466,101160,35550000,2457434
466,76080,0,2457434
466,38110,39875000,2457434
466,101160,42840000,2457435
466,38110,57420000,2457435
466,13000,49758310,2457436
466,101160,42938500,2457436
466,38110,56430000,2457436
877,5940,211680,2457433
877,130680,102000,2457433
877,30,1876600,2457433
877,5940,220080,2457434
877,35250,204250,2457434
877,130680,104550,2457434
877,30,1938200,2457434
877,5940,222960,2457435
877,35250,205500,2457435
877,130680,107400,2457435
877,30,1911800,2457435
877,5940,220080,2457436
877,35250,205750,2457436
877,130680,102600,2457436
877,30,1940400,2457436
3306,97950,35600000,2457433
3306,97950,35550000,2457434
3306,10120,19550000,2457435
3306,6260,20875000,2457435
3306,97950,36400000,2457435
3306,17800,20450000,2457435
3306,10120,39000000,2457436
3306,6260,21125000,2457436
3306,97950,106500000,2457436
3306,97950,35500000,2457436
3306,17800,20300000,2457436
3973,67390,245400,2457433
3973,2450,78600,2457433
3973,26040,287280,2457433
3973,300,2030,2457433
3973,79000,16740,2457433
3973,16100,43000,2457433
3973,67390,0,2457434
3973,2450,0,2457434
3973,26040,0,2457434
3973,300,0,2457434
3973,79000,0,2457434
3973,16100,0,2457434
5320,64260,1434000,2457433
5320,6120,5806500,2457433
5320,96770,12043500,2457433
5320,2390,1262000,2457433
5320,270,2317500,2457433
5320,95700,318000,2457433
5320,64260,1488000,2457434
5320,6120,6019800,2457434
5320,96770,12090000,2457434
5320,2390,1320000,2457434
5320,270,2327500,2457434
5320,95700,346800,2457434
5320,64260,1520000,2457435
5320,6120,6098800,2457435
5320,96770,12741000,2457435
5320,2390,1332000,2457435
5320,270,2362500,2457435
5320,95700,372000,2457435
5320,64260,1516000,2457436
5320,6120,5877600,2457436
5320,96770,12834000,2457436
5320,2390,1296000,2457436
5320,270,2392500,2457436
5320,95700,391600,2457436
5698,43910,194350,2457435
5698,43910,191100,2457436
4158,105560,31240000,2457433
4158,52790,1984000,2457433
4158,105560,32615000,2457434
4158,52790,1976000,2457434
4158,105560,32450000,2457435
4158,52790,2036000,2457435
4158,105560,12520000,2457436
4158,52790,0,2457436
4930,192080,492750,2457433
4930,192080,497250,2457434
4930,69500,209160,2457434
4930,192080,0,2457435
4930,69500,212220,2457435
4930,4020,531000,2457435
4930,69500,0,2457436
4930,4020,315000,2457436
4930,3450,449280,2457436
4208,13120,29818760,2457433
4208,18120,8329600,2457433
4208,23810,14810880,2457433
4208,28150,4399200,2457433
4208,93190,17516800,2457433
4208,12700,2830300,2457433
4208,13120,29749090,2457434
4208,18120,8439200,2457434
4208,23810,15176280,2457434
4208,28150,4628000,2457434
4208,93190,18032000,2457434
4208,12700,2918960,2457434
4208,13120,29191730,2457435
4208,18120,8439200,2457435
4208,23810,15176280,2457435
4208,28150,4773600,2457435
4208,93190,18096400,2457435
4208,12700,2959880,2457435
4208,13120,29470410,2457436
4208,18120,8466600,2457436
4208,23810,15322440,2457436
4208,28150,4856800,2457436
4208,93190,18418400,2457436
4208,12700,2891680,2457436
4794,8900,11129560,2457433
4794,37560,21460000,2457433
4794,28260,59917000,2457433
4794,11810,3140500,2457433
4794,8900,11381360,2457434
4794,37560,22292500,2457434
4794,28260,62012000,2457434
4794,11810,3173500,2457434
4794,8900,11456900,2457435
4794,37560,22015000,2457435
4794,28260,62221500,2457435
4794,11810,3256000,2457435
4794,8900,11205100,2457436
4794,37560,21552500,2457436
4794,28260,61174000,2457436
4794,11810,3355000,2457436
139,161890,72113100,2457433
139,24720,5060000,2457433
139,112240,22480,2457433
139,59100,4768000,2457433
139,161890,67479000,2457434
139,24720,4770000,2457434
139,112240,22560,2457434
139,59100,5040000,2457434
139,161890,65771700,2457435
139,24720,4780000,2457435
139,112240,23200,2457435
139,59100,5104000,2457435
139,161890,57641700,2457436
139,24720,4255000,2457436
139,112240,23840,2457436
139,59100,5056000,2457436
2153,52420,4374330,2457433
2153,122630,432750,2457433
2153,52420,4399506,2457434
2153,122630,444500,2457434
2153,52420,0,2457435
2153,122630,0,2457435
2153,13810,3116190,2457436
4678,35200,6804000,2457433
4678,25770,25080000,2457433
4678,270,927000,2457433
4678,35200,6890400,2457434
4678,25770,26180000,2457434
4678,270,931000,2457434
4678,35200,6987600,2457435
4678,25770,26510000,2457435
4678,270,3307500,2457435
4678,35200,6987600,2457436
4678,25770,25520000,2457436
4678,270,3349500,2457436
1116,79160,1819000,2457433
1116,7570,343000,2457433
1116,51500,830400,2457433
1116,79160,2210000,2457434
1116,7570,354200,2457434
1116,51500,849600,2457434
1116,79160,2240000,2457435
1116,7570,360500,2457435
1116,51500,1414000,2457435
1116,79160,2130000,2457436
1116,7570,489000,2457436
1116,51500,1234000,2457436
3344,39130,17447600,2457433
3344,8770,51731400,2457433
3344,84870,7632800,2457433
3344,80000,11107400,2457433
3344,39130,18656000,2457434
3344,8770,53313400,2457434
3344,84870,8201200,2457434
3344,131390,11497190,2457434
3344,80000,0,2457434
3344,67390,8663200,2457435
3344,39130,19652400,2457435
3344,8770,52759700,2457435
3344,84870,0,2457435
3344,131390,12172450,2457435
3344,67390,8526000,2457436
3344,39130,19207200,2457436
3344,8770,51573200,2457436
3344,131390,11586040,2457436
5372,11930,3367845,2457433
5372,45520,1350000,2457433
5372,30790,2777700,2457433
5372,24060,1602000,2457433
5372,39230,6171550,2457433
5372,7110,2882000,2457433
5372,53110,3704400,2457433
5372,7460,3484500,2457433
5372,78940,2282500,2457433
5372,65420,1259700,2457434
5372,11930,2929095,2457434
5372,45520,1385100,2457434
5372,30790,2860000,2457434
5372,24060,1102000,2457434
5372,39230,6414100,2457434
5372,7110,2982400,2457434
5372,53110,3649800,2457434
5372,7460,3560400,2457434
5372,78940,2348500,2457434
5372,65420,1395000,2457435
5372,11930,3154410,2457435
5372,45520,1377000,2457435
5372,30790,3450000,2457435
5372,24060,1013250,2457435
5372,39230,6494950,2457435
5372,7110,1020900,2457435
5372,53110,3645600,2457435
5372,7460,3321600,2457435
5372,78940,2491500,2457435
5372,145270,1180000,2457435
5372,65420,1376400,2457436
5372,11930,2889735,2457436
5372,45520,950250,2457436
5372,30790,3429510,2457436
5372,24060,987000,2457436
5372,39230,6360200,2457436
5372,7110,1020800,2457436
5372,53110,3486000,2457436
5372,31820,629300,2457436
5372,7460,3610500,2457436
5372,78940,2299000,2457436
5372,145270,1130000,2457436
683,660,82050,2457433
683,52670,232015,2457433
683,42940,40918,2457433
683,660,83100,2457434
683,52670,236915,2457434
683,42940,41205,2457434
683,660,86700,2457435
683,52670,241815,2457435
683,42940,44075,2457435
683,660,0,2457436
683,52670,278810,2457436
683,42940,44690,2457436
5925,68270,3001500,2457435
5925,205500,26250,2457435
5925,68270,2865200,2457436
5925,205500,28000,2457436
4035,5860,65400000,2457433
4035,5860,69000000,2457434
4035,5860,70200000,2457435
4035,5860,68000000,2457436
1896,132030,19120,2457433
1896,122630,3055215,2457433
1896,130680,20400,2457433
1896,132030,18840,2457434
1896,122630,133350,2457434
1896,130680,20910,2457434
1896,122630,0,2457435
1896,132030,18460,2457435
1896,130680,21480,2457435
1896,132030,18610,2457436
1896,130680,20520,2457436
216,10780,6280000,2457433
216,81660,12345300,2457433
216,3610,8953500,2457433
216,123040,7352400,2457433
216,16250,7160000,2457433
216,13520,9025450,2457434
216,10780,6696000,2457434
216,81660,12577500,2457434
216,3610,0,2457434
216,123040,7352400,2457434
216,16250,7448000,2457434
216,13520,13390200,2457435
216,10780,4135000,2457435
216,81660,12577500,2457435
216,123040,9737090,2457435
216,16250,2838000,2457435
216,10780,0,2457436
216,13520,13494000,2457436
216,81660,12435600,2457436
216,123040,17308830,2457436
216,16250,0,2457436
3212,126700,999900,2457433
3212,102970,1034000,2457433
3212,35720,1206400,2457433
3212,105560,1363200,2457433
3212,36540,1053000,2457433
3212,660,1094000,2457433
3212,5380,1507000,2457433
3212,34020,1023750,2457433
3212,67160,784000,2457433
3212,126700,1030700,2457434
3212,102970,1070000,2457434
3212,35720,1199900,2457434
3212,105560,1423200,2457434
3212,36540,1085400,2457434
3212,660,1108000,2457434
3212,5380,1534500,2457434
3212,34020,1053000,2457434
3212,67160,800000,2457434
3212,126700,1072500,2457435
3212,102970,1091000,2457435
3212,35720,1225900,2457435
3212,105560,1416000,2457435
3212,36540,1128600,2457435
3212,660,1156000,2457435
3212,5380,1551000,2457435
3212,34020,1085500,2457435
3212,67160,866000,2457435
3212,126700,1072500,2457436
3212,102970,1077000,2457436
3212,35720,1197300,2457436
3212,105560,1502400,2457436
3212,36540,1131300,2457436
3212,660,1202000,2457436
